GEOID,REPDIST,section,from_total,to_total,count_weight,proportion_weight
6037240401,1822,555,5383,7144,0.103102359,0.07768757
6037240402,1822,934,3854,7144,0.242345615,0.130739082
6037240600,1823,4932,4932,4932,1,1
6037240700,1824,6161,6161,6161,1,1
6037242300,1826,4586,4586,4586,1,1
6037242200,1827,6554,6554,6554,1,1
6037242100,1829,2778,2778,2778,1,1
6037291110,1831,3510,3510,3510,1,1
6037241201,1832,648,2898,3145,0.223602484,0.206041335
6037241110,1832,1074,3074,3145,0.349381913,0.341494436
6037241120,1832,1423,4564,3145,0.311787905,0.452464229
6037240800,1834,4377,4377,4377,1,1
6037242000,1835,1326,3938,1326,0.336719147,1
6037242000,1836,2612,3938,2612,0.663280853,1
6037242700,1837,5273,5273,5273,1,1
6037243100,1838,30,5350,3212,0.005607477,0.009339975
6037243000,1838,3182,6769,3212,0.470084207,0.990660025
6037243100,1839,4,5350,3591,0.000747664,0.001113896
6037243000,1839,3587,6769,3591,0.529915793,0.998886104
6037241201,1841,2250,2898,5241,0.776397516,0.429307384
6037241202,1841,2991,4943,5241,0.605098119,0.570692616
6037241202,1842,1095,4943,6236,0.221525389,0.175593329
6037241110,1842,2000,3074,6236,0.650618087,0.320718409
6037241120,1842,3141,4564,6236,0.688212095,0.503688262
6037240900,1844,5620,5620,5620,1,1
6037242600,1846,4409,4409,4409,1,1
6037243100,1849,5316,5350,5316,0.99364486,1
6037291120,1851,2210,2210,2210,1,1
6037241202,1861,856,4943,2990,0.173174186,0.286287625
6037241300,1861,2134,2313,2990,0.922611327,0.713712375
6037241400,1862,3285,3285,4762,1,0.689836203
6037241202,1862,1,4943,4762,0.000202306,0.000209996
6037241300,1862,179,2313,4762,0.077388673,0.037589248
6037241001,1862,1297,4285,4762,0.302683781,0.272364553
6037241002,1863,1862,3606,3788,0.51636162,0.49155227
6037241001,1863,1926,4285,3788,0.449474912,0.50844773
6037241002,1864,1744,3606,2806,0.48363838,0.621525303
6037241001,1864,1062,4285,2806,0.247841307,0.378474697
6037291130,1871,3582,3582,3582,1,1
6037291210,1881,4967,4967,4967,1,1
6037291220,1891,3353,3353,3353,1,1
6037106406,1901,18,4962,1636,0.00362757,0.011002445
6037106510,1901,1618,5108,1636,0.316758027,0.988997555
6037106406,1902,4781,4962,7495,0.963522773,0.637891928
6037106405,1902,2714,3966,7495,0.684316692,0.362108072
6037106020,1904,189,5557,4756,0.034011157,0.039739277
6037106010,1904,3152,3152,4756,1,0.6627418
6037106406,1904,163,4962,4756,0.032849657,0.034272498
6037106405,1904,1252,3966,4756,0.315683308,0.263246426
6037106020,1905,1327,5557,2031,0.238797913,0.653372723
6037106407,1905,6,2933,2031,0.002045687,0.00295421
6037106408,1905,698,3463,2031,0.201559342,0.343673067
6037106020,1906,4041,5557,4041,0.72719093,1
6037106113,1907,3493,3493,3493,1,1
6037106112,1908,5798,5969,5798,0.971351985,1
6037106111,1909,4334,4334,4334,1,1
6037106604,1911,129,5020,129,0.025697211,1
6037106510,1912,3490,5108,3490,0.683241973,1
6037106520,1913,5837,5837,5837,1,1
6037107010,1915,3247,3247,3247,1,1
6037106403,1916,3825,3825,3825,1,1
6037106407,1917,2927,2933,5692,0.997954313,0.514230499
6037106408,1917,2765,3463,5692,0.798440658,0.485769501
6037106114,1918,5880,5880,5880,1,1
6037106112,1919,171,5969,171,0.028648015,1
6037106604,1921,4891,5020,5281,0.974302789,0.92615035
6037106649,1921,390,2853,5281,0.136698212,0.07384965
6037106649,1924,2463,2853,6353,0.863301788,0.387690855
6037106648,1924,3890,3890,6353,1,0.612309145
6037107020,1925,5404,5404,5404,1,1
6037109100,1931,269,2492,269,0.107945425,1
6037109100,1934,205,2492,205,0.082263242,1
6037109100,1935,1399,2492,1399,0.561396469,1
6037109500,1936,1171,4303,1171,0.272135719,1
6037109100,1941,619,2492,619,0.248394864,1
6037109400,1943,3720,3720,3720,1,1
6037109500,1944,3132,4303,3132,0.727864281,1
6037109604,1945,380,2975,1486,0.127731092,0.255720054
6037109601,1945,1106,5020,1486,0.220318725,0.744279946
6037109604,1951,862,2975,862,0.289747899,1
6037109603,1952,1620,4252,1620,0.380997178,1
6037109603,1954,2632,4252,4365,0.619002822,0.602978236
6037109604,1954,1733,2975,4365,0.582521008,0.397021764
6037109601,1955,2040,5020,2040,0.406374502,1
6037109601,1956,1599,5020,1599,0.318525896,1
6037119201,1958,1806,4137,4222,0.436548223,0.427759356
6037119202,1958,2141,4707,4222,0.454854472,0.507105637
6037109601,1958,275,5020,4222,0.054780876,0.065135007
6037119202,1959,2566,4707,5327,0.545145528,0.481697015
6037119002,1959,2761,7210,5327,0.382940361,0.518302985
6037117201,1961,4352,4352,4352,1,1
6037117101,1962,4796,4796,7427,1,0.645751986
6037117102,1962,2631,2631,7427,1,0.354248014
6037117201,1962,0,4352,7427,0,0
6037119310,1963,3871,3871,3871,1,1
6037119320,1964,4694,4694,4694,1,1
6037119341,1966,2719,2719,5899,1,0.460925581
6037119342,1966,3180,3180,5899,1,0.539074419
6037119400,1967,4987,4987,7318,1,0.681470347
6037119201,1967,2331,4137,7318,0.563451777,0.318529653
6037119002,1969,4449,7210,4449,0.617059639,1
6037117405,1971,3442,3442,3442,1,1
6037117510,1972,4028,4028,4028,1,1
6037120108,1974,2084,4838,6170,0.430756511,0.337763371
6037120105,1974,202,2812,6170,0.071834993,0.03273906
6037119340,1974,3884,3884,6170,1,0.629497569
6037120105,1975,647,2812,647,0.230085349,1
6037119800,1977,6108,6108,6108,1,1
6037119001,1979,2091,4038,2091,0.517830609,1
6037117408,1981,2830,2830,6466,1,0.437673987
6037117407,1981,3636,3636,6466,1,0.562326013
6037117520,1982,4052,4052,4052,1,1
6037117530,1983,5641,5641,5641,1,1
6037120108,1984,2754,4838,10989,0.569243489,0.250614251
6037120107,1984,3818,3818,10989,1,0.347438347
6037120106,1984,4417,4417,10989,1,0.401947402
6037120103,1985,3287,3287,7560,1,0.43478836
6037120105,1985,1963,2812,7560,0.698079659,0.259656085
6037120104,1985,2310,2310,7560,1,0.305555556
6037120400,1987,1761,6272,6701,0.280771684,0.262796598
6037119900,1987,4940,4940,6701,1,0.737203402
6037119700,1988,3305,5045,5252,0.655104063,0.629284082
6037119001,1988,1947,4038,5252,0.482169391,0.370715918
6037122000,1989,1087,5446,1087,0.199596034,1
6037127520,1991,4045,4045,4045,1,1
6037120010,1993,2844,2844,2844,1,1
6037120020,1994,4057,4057,4057,1,1
6037120030,1995,2675,2675,2675,1,1
6037120300,1998,5531,5531,5531,1,1
6037120400,1999,4511,6272,6251,0.719228316,0.721644537
6037119700,1999,1740,5045,6251,0.344895937,0.278355463
6037192410,2001,3628,3628,3628,1,1
6037192420,2002,3637,3637,3637,1,1
6037192510,2004,3670,3670,3670,1,1
6037192520,2005,5067,5067,5067,1,1
6037211500,2011,4355,4355,4355,1,1
6037211410,2013,3095,3095,3095,1,1
6037211420,2014,3859,3859,3859,1,1
6037211201,2015,2645,2645,5290,1,0.5
6037211202,2015,2645,2645,5290,1,0.5
6037211310,2016,3846,3846,3846,1,1
6037211320,2017,3184,3184,3184,1,1
6037211121,2019,2351,2351,5426,1,0.433284187
6037211122,2019,3075,3075,5426,1,0.566715813
6037211701,2021,2827,2827,3102,1,0.911347518
6037211704,2021,275,3016,3102,0.091180371,0.088652482
6037211703,2022,4750,4750,7491,1,0.634094246
6037211704,2022,2741,3016,7491,0.908819629,0.365905754
6037211804,2023,3221,3221,6750,1,0.477185185
6037211803,2023,3529,3529,6750,1,0.522814815
6037211802,2024,4192,4192,4192,1,1
6037211910,2025,4657,4657,4657,1,1
6037211921,2026,2474,2474,5863,1,0.421968276
6037211922,2026,3389,3389,5863,1,0.578031724
6037212102,2027,2446,2446,4953,1,0.493842116
6037212101,2027,2507,2507,4953,1,0.506157884
6037211120,2029,5194,5194,5194,1,1
6037212610,2031,4074,4074,4074,1,1
6037212502,2033,2767,2767,4932,1,0.561030008
6037212501,2033,2165,2165,4932,1,0.438969992
6037212410,2034,3903,3903,3903,1,1
6037212304,2035,1804,1804,1804,1,1
6037212303,2036,3326,3326,3326,1,1
6037212203,2038,2679,2679,2679,1,1
6037212204,2039,3344,3344,3344,1,1
6037212701,2041,2430,2430,2430,1,1
6037212620,2042,4341,4341,4341,1,1
6037212420,2044,3228,3228,3228,1,1
6037212305,2045,2865,2865,2865,1,1
6037212306,2046,3052,3052,3052,1,1
6037212202,2049,3612,3612,3612,1,1
6037213201,2053,1786,4198,1786,0.425440686,1
6037213201,2054,2412,4198,2412,0.574559314,1
6037213310,2055,3477,3477,3477,1,1
6037213320,2056,2481,2481,2481,1,1
6037213401,2058,4951,4951,4951,1,1
6037213100,2062,2721,2721,2721,1,1
6037213202,2063,1863,3873,1863,0.481022463,1
6037213202,2064,2010,3873,2010,0.518977537,1
6037213402,2069,4645,4645,4645,1,1
6037221304,2071,3319,3319,4323,1,0.767753875
6037221303,2071,1004,2551,4323,0.393571149,0.232246125
6037221303,2073,1547,2551,1547,0.606428851,1
6037221210,2074,3300,3300,3300,1,1
6037221220,2076,3378,3378,3378,1,1
6037221110,2079,3565,3565,3565,1,1
6037221302,2081,3266,4403,3266,0.741766977,1
6037221302,2083,1137,4403,1137,0.258233023,1
6037221120,2088,3373,3373,3373,1,1
6037221402,2091,1099,2715,1099,0.404788214,1
6037221402,2093,1616,2715,1616,0.595211786,1
6037221602,2097,1367,2816,1367,0.485440341,1
6037221602,2099,1449,2816,1449,0.514559659,1
6037113237,2101,1109,3661,1118,0.302922699,0.991949911
6037113235,2101,2,1602,1118,0.001248439,0.001788909
6037980023,2101,7,8,1118,0.875,0.006261181
6037113231,2102,2113,2125,2114,0.994352941,0.999526963
6037980023,2102,1,8,2114,0.125,0.000473037
6037113232,2103,3859,3894,3859,0.991011813,1
6037113233,2104,2086,6655,2118,0.313448535,0.984891407
6037113232,2104,32,3894,2118,0.008217771,0.015108593
6037113233,2105,4569,6655,4572,0.686551465,0.999343832
6037113232,2105,3,3894,4572,0.000770416,0.000656168
6037113234,2106,538,4667,538,0.11527748,1
6037113234,2107,4129,4667,4129,0.88472252,1
6037134424,2111,2887,2887,6301,1,0.458181241
6037134423,2111,3414,3414,6301,1,0.541818759
6037134302,2113,3732,3732,3732,1,1
6037134304,2114,2879,2882,2879,0.998959056,1
6037134304,2115,3,2882,3850,0.001040944,0.000779221
6037134305,2115,3847,3847,3850,1,0.999220779
6037134103,2118,4193,4193,4193,1,1
6037134306,2125,3498,3498,3498,1,1
6037134201,2126,4270,4270,4270,1,1
6037134104,2128,4322,4322,4322,1,1
6037134101,2129,4922,4922,4922,1,1
6037135203,2131,583,7055,583,0.082636428,1
6037134421,2132,3941,3941,3941,1,1
6037134422,2133,4684,4684,4684,1,1
6037134303,2134,5057,5057,5057,1,1
6037134521,2136,3126,3126,7080,1,0.441525424
6037134522,2136,3954,3954,7080,1,0.558474576
6037134001,2137,2856,3765,5270,0.758565737,0.541935484
6037134002,2137,2414,3372,5270,0.715895611,0.458064516
6037134710,2138,5287,5287,5287,1,1
6037134720,2139,4594,4594,4594,1,1
6037135203,2141,5627,7055,5627,0.797590361,1
6037135202,2142,4255,4255,4255,1,1
6037135201,2143,2620,2620,2620,1,1
6037135102,2144,3513,3513,3513,1,1
6037135111,2145,2967,2967,2967,1,1
6037134520,2146,5453,5453,5453,1,1
6037134001,2147,909,3765,1867,0.241434263,0.486877343
6037134002,2147,958,3372,1867,0.284104389,0.513122657
6037134800,2148,2898,5949,2898,0.487140696,1
6037134710,2148,0,5287,2898,0,0
6037134800,2149,3051,5949,3051,0.512859304,1
6037135113,2155,2795,2795,5768,1,0.484570042
6037135114,2155,2973,4445,5768,0.668841395,0.515429958
6037135114,2156,1472,4445,1472,0.331158605,1
6037134903,2157,4216,4216,8554,1,0.492868833
6037134904,2157,4338,4338,8554,1,0.507131167
6037134905,2158,2819,2819,2819,1,1
6037134901,2159,984,3069,984,0.320625611,1
6037137302,2161,4338,4338,4401,1,0.985685072
6037135203,2161,63,7055,4401,0.008929837,0.014314928
6037137301,2162,2264,2264,2264,1,1
6037139301,2169,1347,4462,1347,0.301882564,1
6037137000,2172,2565,4697,2565,0.546093251,1
6037137000,2173,2132,4697,2132,0.453906749,1
6037137201,2175,5270,5270,5270,1,1
6037137104,2177,2717,2717,6916,1,0.392857143
6037137103,2177,4199,4199,6916,1,0.607142857
6037137402,2183,5364,5364,5364,1,1
6037137401,2185,4157,4157,4157,1,1
6037137502,2187,4202,4202,4202,1,1
6037137501,2189,4097,4124,4097,0.993452958,1
6037138000,2196,4127,4484,4127,0.920383586,1
6037137504,2197,1939,1939,1939,1,1
6037138000,2198,357,4484,357,0.079616414,1
